age,Occupation,purchase_1,purchase_2,purchase_3,purchase_4,purchase_5
34,2,3111,9395,2002,11891,689
47,16,3972,6077,1743,19829,7436
37,18,1439,707,1403,15670,5025
25,7,396,6667,2386,3912,4252
29,2,3520,6777,1262,15587,6406
48,18,833,6536,588,19985,12291
63,11,4202,8638,1760,20717,11533
62,11,4552,8627,196,4355,5255
30,13,4581,9698,1461,19850,8887
47,9,285,1033,2391,21623,3575
46,3,646,2921,2438,10488,5167
24,3,579,7747,289,714,9066
51,11,2525,1742,1433,24331,13124
44,6,3898,1764,1284,7360,8340
34,15,4581,424,1645,12810,3022
54,11,2158,6667,365,14650,12136
38,18,867,7117,854,11557,2833
18,20,1744,4085,1604,15225,12148
42,3,4566,4743,2128,4017,14940
65,5,1148,8796,2314,2998,11375
52,12,3691,7156,1087,530,2691
59,4,145,6669,321,23875,9585
64,10,990,3825,1816,19608,390
18,17,3570,3257,569,15611,4258
46,11,3162,9856,845,22246,6386
63,19,1309,3930,1995,6850,13764
41,12,3899,2867,461,8563,3796
21,15,1521,4094,1342,18162,3839
35,19,3185,917,391,10000,9876
45,19,1396,2093,2225,17976,2361
19,15,2237,4496,755,2192,14774
16,12,4159,1137,462,16404,4737
69,12,1942,4574,116,12497,4252
67,8,3610,7706,2143,20115,5980
43,16,1589,1566,2283,4579,2521
34,4,3039,1896,956,3738,4890
47,16,105,6762,930,5678,2993
36,7,3842,2068,1079,10040,689
56,1,3556,123,63,13376,3484
30,4,3944,2182,852,10492,8018
22,2,4491,8297,224,8190,3258
28,2,4453,2596,453,17583,9003
48,5,2715,3434,1023,20082,6760
66,17,4505,6268,424,5914,2506
21,3,4806,5466,2441,23992,5578
57,9,4747,3078,2248,13939,11647
19,11,3045,3437,163,20185,11197
31,11,4763,3213,1634,6631,2875
27,4,3353,1320,1650,4744,12509
32,19,1941,7763,1627,9839,14024
16,16,4470,7831,2322,5894,3175
37,12,832,4670,2263,17620,13594
55,8,3034,914,518,21452,2657
61,11,3409,4398,1988,4258,12714
64,10,3079,6714,1710,13222,5642
45,19,2935,1191,1143,7864,46
37,12,857,2680,1013,22575,9033
18,13,4978,4836,749,21614,9617
61,7,2594,2187,1015,14154,2309
30,1,694,1004,1395,16296,14869
50,4,4721,914,2231,8253,5012
47,17,88,3642,864,21861,199
58,8,3034,4510,2184,5180,11495
16,14,3721,3837,1956,21888,8320
50,12,2737,6325,1972,4649,5502
40,6,4555,3328,850,3787,8895
29,11,4634,960,896,4643,12889
16,14,4541,1308,2031,20643,4540
57,17,3168,7664,1412,16484,12642
46,14,1038,6988,1394,3188,13807
44,20,2324,927,614,12121,7526
69,6,1827,9564,967,18716,14375
19,18,3114,8064,1906,151,105
21,11,2589,5123,801,17105,12901
66,2,1492,671,461,9185,967
65,13,1127,6867,1079,4886,3362
55,3,602,9463,279,24804,2156
56,6,1001,212,1534,5767,8705
48,11,3057,3949,1651,24060,111
17,2,4041,9968,1610,5492,13804
24,19,4761,517,2020,6906,13910
22,1,1834,8742,2200,20469,14145
65,19,4713,816,1084,22406,1316
28,16,4357,7284,1425,20160,4205
65,3,1667,4231,1380,5767,12036
60,20,2713,5960,281,20572,2910
39,15,3790,2196,1998,5705,8363
28,17,4461,7102,2496,10002,14145
25,5,3653,8035,501,8645,2274
43,1,2134,4939,1995,19395,287
47,8,2976,1962,179,13770,12403
27,18,663,6094,1412,8710,2633
58,20,1349,8685,1875,9975,7882
62,19,597,6927,2113,6862,7754
55,6,762,2004,2102,12203,5215
43,20,4625,5111,1868,6091,6996
51,2,4517,9345,1722,9383,14570
70,11,1678,2190,2328,14397,4658
57,19,1129,6238,1677,9461,606
68,9,2632,4368,957,11408,12908
29,3,3875,1783,1242,2633,2473
36,14,1871,6371,2286,22942,9301
20,14,3995,3140,1904,2839,967
53,2,4454,2099,2158,14885,13777
23,1,306,1274,1486,9327,3353
27,13,4345,4164,1323,16243,6547
22,17,3079,4991,367,14241,9205
64,11,3933,9045,602,2141,11657
30,7,1677,6417,4,18801,5709
56,9,1545,6363,2325,22098,11082
38,12,985,4166,723,24383,2335
62,15,620,2136,1600,17673,4880
21,18,511,1025,1565,1180,12617
23,2,3320,5628,1399,24216,11244
35,9,2065,9248,1896,16890,3065
43,8,3340,4566,2378,3932,1221
20,2,507,1540,1630,23680,13867
31,6,2906,7872,1143,4524,4039
45,13,1040,3616,265,16601,14499
53,14,1715,2554,2334,11872,4613
65,19,3918,1717,378,24312,594
30,1,1576,2904,1184,23784,13466
21,3,3692,8793,1343,3576,5686
51,6,1867,48,2005,22987,14362
51,7,3068,6918,296,3914,1746
45,14,714,5041,668,10364,6786
62,8,3830,3717,2067,1138,4484
36,10,544,4839,2404,5298,10932
62,13,2274,9501,655,12307,14749
56,11,3221,2378,353,14993,14098
32,20,3750,1611,234,10138,4381
17,6,1458,61,2370,8881,8002
50,5,1111,6929,2028,4069,8809
38,2,3136,4033,1010,13631,3084
67,7,3450,1447,1497,456,7674
31,11,4468,7441,1488,7475,2205
17,9,4010,7314,843,434,5454
19,7,3629,5870,1693,21772,3297
27,16,4136,6164,1824,20122,1141
52,9,1625,8357,2408,8063,4127
68,12,2159,1712,270,8616,640
43,19,332,5021,951,18702,14718
51,17,71,6890,189,422,10691
66,5,2953,7189,704,15248,7456
21,18,3564,9706,2087,20498,762
16,3,4283,9902,161,16927,3386
17,7,1876,8806,2473,1748,12939
18,4,2816,3023,2028,22856,9132
51,19,786,9593,32,14444,2844
57,8,1620,847,816,3432,4034
46,16,3233,1806,1598,22356,8168
26,19,3169,873,2411,23932,6978
37,4,771,4487,1090,24049,3747
57,9,3581,9144,2422,8659,7628
26,7,2215,329,1174,20971,14129
28,4,4323,1646,1599,8770,12630
62,7,1170,3484,793,2968,3121
40,4,4476,9299,1958,6161,9947
41,10,3790,1732,883,7722,13572
24,1,3991,917,1206,20265,11769
54,1,3454,5638,2031,1900,9048
57,17,3780,1590,252,199,11869
49,7,4768,3110,1053,16567,4280
37,20,2555,3661,306,8766,7321
60,19,991,6168,473,6164,5100
36,3,1302,5491,743,15342,7195
70,19,3585,5458,1279,16881,5668
66,2,4864,8628,2138,6784,10018
19,20,4045,8700,197,10127,5342
33,5,1048,9097,999,7376,9285
24,9,2190,5198,1875,19656,11092
55,7,4201,6270,1892,6436,10370
49,5,3248,8637,2222,14890,12525
19,10,102,6350,603,8775,13605
64,7,1890,9833,909,5925,6323
63,16,1190,6916,1884,18893,1322
30,20,2815,5368,2233,4148,7035
26,19,301,4791,1217,17860,13628
18,2,3283,2468,1356,16933,14668
54,7,3519,977,670,18794,10459
46,17,449,9574,2385,16139,14979
18,16,99,4970,590,19040,2227
52,2,894,4658,2014,5096,8654
52,2,2914,8311,1232,5637,7381
57,2,3174,8243,140,24401,7033
16,20,1816,6055,2417,5267,13707
24,18,2294,6751,842,17707,1747
46,15,315,2423,1017,513,14669
24,19,179,9812,1468,21679,2703
19,17,791,7480,1926,9220,14118
24,17,1974,9866,821,2683,3347
41,3,2596,3263,1420,21884,13383
23,8,850,5898,1089,1300,3622
25,9,3636,3418,2302,23596,14970
58,11,3722,4471,1940,11731,6320
64,8,2958,2687,2464,13970,7873
70,16,2028,2483,2190,18513,11294
49,5,1086,5517,2328,17606,13378
27,11,2807,8798,1979,6371,8282
43,6,4129,5585,2214,24710,1855
63,14,1926,5611,65,24306,14947
62,16,4366,1280,1106,14321,14128
58,9,465,7241,2494,17861,7722
61,7,419,52,2102,4483,9273
18,19,3784,6704,1550,12568,11071
64,13,4548,7095,717,22587,4456
18,9,3682,7441,1908,22157,14274
18,19,4975,7556,2460,1206,8636
67,16,2288,7320,50,20425,6769
62,5,1539,7907,1495,9310,12688
63,6,3050,7090,613,4167,13056
55,19,757,3932,834,4159,9191
50,11,2045,8669,1861,9392,6079
23,17,771,454,217,13452,2962
59,12,403,9429,1887,1894,12455
26,1,1599,1353,1227,15933,5405
47,18,4286,9754,1583,19458,3437
16,10,2208,6946,1047,23740,1960
56,13,1942,7644,437,18804,4082
35,4,423,3950,1476,9853,12092
22,15,4753,1463,2066,19000,7952
63,16,4263,5511,524,4215,14448
46,7,3502,6317,1922,24514,408
63,1,1202,6139,2489,18422,7264
37,3,2731,7998,1556,7167,1690
53,7,1771,6865,489,6889,8972
70,9,734,2280,551,9400,4559
40,4,723,4762,168,15864,14476
69,15,147,2099,551,18341,13216
70,15,1189,9588,225,23495,2596
23,15,3150,6509,2449,22377,11874
27,16,3519,1851,1183,5877,952
63,16,1056,1620,821,16292,668
55,11,3603,3081,965,14461,4743
57,17,3871,7588,247,4393,3639
27,1,203,3453,364,24596,6050
64,9,3908,1158,1116,13317,2934
20,15,3939,3982,2314,10498,14916
23,19,1994,2167,1233,994,7140
19,17,3594,5307,1538,23410,3189
60,12,2408,4023,1563,21489,1022
49,2,3857,9291,2283,18601,10700
46,6,3839,4889,966,6423,37
32,18,1596,4135,286,12181,4919
39,13,1772,6724,2492,24969,13
58,5,1406,7464,935,1820,126
32,3,3123,6251,352,19111,3813
65,8,3699,2798,1035,859,8023
69,7,599,6197,1419,24628,13077
47,2,3189,6620,2257,115,2472
26,4,1503,2932,1908,18071,1770
30,7,4004,2317,2176,18588,13041
24,10,4168,8934,662,3943,8327
62,20,2312,815,1232,15019,12764
24,5,4690,1390,1906,21156,2994
50,1,958,2879,2436,3533,5204
27,2,2748,8012,589,21891,5591
57,1,3662,9975,86,16657,4419
48,16,2572,2624,446,21110,4752
36,7,2886,8583,802,20500,6529
47,6,317,3115,240,7638,14827
66,17,2132,7616,2484,24210,9376
36,11,1114,6584,438,3375,48
19,1,260,7463,632,19838,7352
61,1,2655,9266,1948,7331,202
52,1,3646,1677,1320,16483,14678
54,17,2977,6108,1859,10177,10874
17,9,3839,2584,1650,24458,8294
29,19,4629,2100,115,18252,744
58,9,4649,8331,1850,12113,2437
22,11,4973,48,202,22531,5592
60,13,2780,5324,1875,23167,7646
46,12,3374,2302,66,8409,5769
69,17,1305,4829,1393,14572,111
31,12,1396,76,1184,119,14647
41,16,4028,6858,2469,7197,3605
23,10,3230,2507,716,22893,9964
54,9,824,7390,80,10412,13053
27,17,4769,4466,1049,11618,13527
63,11,2523,7932,1305,8402,2654
65,5,4714,4911,455,21527,1095
21,7,1392,1053,860,6961,1707
44,11,3849,808,1130,22737,2769
27,1,3469,5587,1003,7475,8528
39,6,324,3966,1430,19188,5761
69,8,2571,3747,917,8176,12401
70,1,921,75,1733,22467,7884
46,16,2245,8956,728,18345,2415
40,6,2377,2371,1704,19354,3639
28,19,4495,7714,285,3343,1898
61,17,42,2081,1515,24999,13404
59,20,11,2822,1579,22619,10631
24,17,2375,5525,664,21973,494
59,3,4892,5060,2154,9886,2909
56,16,4339,7146,1904,11359,11486
52,19,2086,2724,584,745,5536
33,3,2472,6942,2276,1046,10163
17,13,3665,7300,1629,5623,5957
19,14,2989,5648,667,11981,1314
60,9,3147,6807,94,10824,4694
26,3,1592,1067,1793,10287,5016
28,13,3502,6547,1570,14774,8929
69,1,2872,2797,950,16391,6850
49,10,3141,9926,2094,10144,14016
70,15,3507,6525,95,10787,13180
31,14,4199,2317,1825,2451,13194
53,8,817,2152,281,5022,2128
54,5,2302,3945,2275,9986,14042
19,13,4395,4224,1347,22163,13154
68,19,50,2567,1032,19146,14368
59,20,2666,7547,1500,11001,6653
26,17,2446,8973,217,16876,9311
56,6,1072,3613,1642,20485,9422
35,6,1418,5938,1483,16586,4623
32,11,2266,3396,2085,16991,11999
38,18,176,9883,547,829,9876
43,13,762,2542,1179,18686,9838
64,15,1819,9653,839,20991,14296
41,5,1966,1773,1650,114,7996
31,15,2259,1255,336,1906,2728
64,1,385,3817,1847,16832,9036
26,6,2511,2317,704,19163,3363
40,8,900,9992,835,13333,855
35,19,3769,379,135,14464,13546
45,17,3356,7948,169,5583,782
62,6,2320,756,1306,1021,6038
17,9,4211,4394,93,13514,1717
26,16,271,8477,406,7105,601
26,5,4807,6051,1426,16059,677
54,1,2954,3165,1358,966,10860
50,1,904,2595,1520,9457,1671
19,19,2635,5321,1090,10974,12865
53,8,2922,3373,1227,5977,14572
48,3,4197,7689,2422,19248,9219
38,20,949,9369,2062,24481,1822
37,4,1459,3182,1716,14043,11762
46,3,435,3159,1708,10564,12608
57,18,3650,1548,53,24712,9048
25,4,4956,8615,707,10381,14768
62,7,3574,2243,21,20722,1100
58,11,1288,44,366,2680,1815
60,14,1559,4571,3,10444,5220
65,19,3514,9640,442,15722,9714
51,10,3179,716,656,11517,1485
24,19,3443,9498,699,19997,5832
21,19,3250,7558,452,11786,5104
52,14,3377,1636,2097,7786,1757
33,17,3493,1664,759,20312,14102
23,19,4014,4444,2194,19222,9421
40,1,4910,7765,1371,4098,11720
63,5,4786,4019,485,21573,914
24,15,1993,9169,148,15409,13672
45,8,2086,7545,2009,4754,9084
44,20,4607,2173,741,8318,8177
60,19,4305,5036,2014,22622,9469
46,11,4160,2175,1621,24301,7971
55,7,1282,351,2393,17242,1652
25,11,2142,17,1998,4587,7393
18,14,1562,8777,534,14626,14782
16,2,1699,8304,1925,9154,11987
42,15,2017,5705,1280,14547,13175
42,9,466,8684,514,5191,7520
44,9,540,8195,2037,1441,833
36,4,4658,1164,2417,21895,8473
38,8,4121,2837,450,9396,12883
18,13,2624,8321,2063,24611,2405
21,7,3731,3428,204,9892,6806
51,10,1637,8483,1205,24001,14509
63,2,283,4417,2186,11141,8480
22,6,3975,5372,2376,4282,2872
34,11,2951,2809,1396,23166,4265
51,16,143,7837,787,5887,117
22,18,3054,6601,1620,13414,3968
20,8,4592,8962,453,22577,5794
16,17,1961,5371,140,7860,13111
44,2,1104,8639,1446,19826,9615
26,16,382,3971,1072,15198,877
59,13,1994,6037,1438,2219,648
54,18,2308,1168,65,17958,23
40,8,4327,2793,697,1253,3367
53,4,2784,3694,1816,12310,8419
67,4,3450,4279,2448,20923,1808
37,11,2061,6292,571,21000,5726
24,6,541,9773,244,6708,10175
59,2,3895,4256,1270,8426,3257
66,11,4576,1754,1863,20900,12797
28,17,1183,4162,2061,6703,8902
21,15,4295,966,139,5309,4991
31,7,1822,1958,1452,18987,2361
21,5,1671,307,1874,680,14685
58,12,301,568,40,19947,12883
29,19,3959,3109,230,22569,8631
61,11,2893,5239,1074,14186,1613
34,14,3863,7746,1389,15843,11365
49,3,1453,2437,1912,7286,3751
40,15,4123,1392,1871,18832,6589
63,19,1879,413,396,11147,11733
43,4,2330,1720,935,9152,9987
16,16,2280,5605,524,19875,7658
18,7,762,4382,989,7368,7529
30,17,1990,8229,394,18697,5618
43,14,3571,8872,2023,13381,3873
30,2,2178,85,291,16365,235
16,18,4597,9905,139,22084,132
22,14,1278,7590,1141,2031,10662
45,1,1590,4455,1068,13505,10078
33,1,135,6110,1864,12840,11264
66,12,4291,2703,1488,16518,3382
32,5,2722,1376,1624,50,5783
39,2,596,4732,1431,14101,2656
50,7,2863,7666,555,471,9894
56,19,4884,1197,877,24590,10908
51,19,465,7113,28,10291,5650
44,4,1810,1750,621,11828,13054
17,6,4428,5534,72,20330,12148
56,14,4716,4258,689,1019,1236
54,12,4515,9004,992,2097,13794
42,6,3880,7833,326,4333,2623
54,7,831,5488,329,10713,13894
50,9,1750,7003,1176,14617,1107
58,7,3458,1868,1229,7254,6859
42,13,2707,376,195,7424,7933
16,9,4183,3988,1240,11869,5818
26,6,663,2790,1177,18938,6848
52,13,1160,2362,1494,2600,1127
37,9,1044,575,2497,13318,14821
61,5,2356,6116,1093,7637,3489
17,20,3908,32,1373,23162,1234
62,9,2143,6903,1421,8446,7466
16,16,1752,4313,989,21384,12415
31,8,4116,6323,1772,24711,9013
55,9,2122,7836,191,97,795
31,19,4254,7707,207,8082,3073
32,20,1389,4956,1927,10740,4178
18,4,3616,1617,1252,218,13887
70,12,1132,2733,631,5797,13587
59,13,4745,8623,2186,21431,5133
28,2,2563,6598,125,8613,12110
45,1,1538,6649,2020,8839,3714
40,11,2912,4594,2168,42,11733
38,16,993,3113,1741,120,12106
44,11,4082,9994,961,12593,8681
49,9,293,8699,1795,20585,8480
51,15,2132,8672,984,836,10909
53,14,4380,6355,1084,23458,10216
32,19,4446,4914,1134,7679,10603
27,17,2522,1189,1745,1976,376
57,5,320,3181,723,7655,7571
22,1,983,6363,717,9980,11271
63,17,1542,665,1762,18348,8837
60,13,4615,3695,2048,19962,534
35,7,1632,3952,566,21149,2467
69,11,4212,821,1702,17588,14200
21,3,1399,6271,2024,22424,4877
16,17,786,1436,1974,1678,9738
40,1,4079,8651,896,5762,3788
21,10,568,3261,2023,14910,10328
27,7,4611,6501,1029,825,4188
27,2,3309,7500,1666,23491,3407
38,15,1074,5973,253,4793,7961
35,8,564,4490,643,5376,14332
54,18,872,6713,373,1583,14491
24,20,3069,5125,385,20062,13559
68,17,3043,8973,532,5403,11179
24,4,1205,2643,2301,18416,3835
34,10,1855,8000,209,13179,632
59,1,3948,2102,169,10793,9161
55,13,4430,2533,1609,24317,1988
33,13,4795,518,1254,8624,9572
34,4,2491,2222,1001,3701,128
34,19,1049,7698,1890,2429,14173
67,9,2848,9175,2358,10440,4847
47,16,2191,8240,410,5693,10145
29,14,4658,411,1311,16429,8532
24,1,3508,6630,1134,12289,12260
24,3,3833,9450,991,12417,7313
19,7,3482,4451,1315,18743,7959
16,18,1220,3948,2047,2117,457
27,2,1236,2423,1763,11689,6321
32,2,2170,8034,2225,21034,1795
34,19,1900,1517,385,3830,2665
46,4,943,2676,134,14929,1467
67,13,2861,8410,1719,1965,2359
45,12,1741,8918,1284,8932,8575
21,2,3077,6491,2066,21797,13327
49,5,1006,339,1250,12041,2434
29,18,4377,4328,2287,21085,12712
39,16,4181,874,2445,2680,13615
63,17,3841,9476,1915,16052,12612
41,5,562,3780,689,24869,175
28,4,1435,2440,1549,8534,8822
43,9,4941,749,1437,20037,4813
31,6,4509,4671,1087,15457,1345
34,7,3927,1227,1409,13800,4522
30,20,107,6458,248,10059,13248
45,6,314,4976,50,15176,6501
38,9,3992,4334,973,521,8902
67,7,4799,2742,1829,9062,6895
45,4,4395,8442,2299,9060,318
50,1,1486,6295,1973,23878,12798
26,9,1440,8683,168,11908,5206
40,8,4068,3904,1449,3371,14545
20,17,1842,22,60,18156,13267
45,17,1154,5946,1996,8882,5492
57,7,4334,5921,1845,12273,12728
54,2,473,3773,2305,19697,12582
48,19,4198,8999,162,11837,2401
41,3,1087,5303,444,5626,489
60,15,337,7119,2163,19365,13201
19,13,4265,1623,849,22379,4284
19,8,1834,206,1282,3873,13933
32,2,3394,5640,0,1295,1964
18,20,1218,7858,2018,14968,5126
51,15,383,9188,2336,7920,2150
22,18,1826,3664,708,3271,920
66,8,4412,5772,1188,14789,8364
54,4,1767,5676,903,958,12755
57,15,4664,1432,2102,19676,12960
36,17,4963,3729,661,16203,141
35,5,4618,3853,1601,12450,922
47,8,3394,1923,2423,19960,834
36,12,2077,8572,1378,22718,10614
39,16,2023,3990,2423,9392,8650
26,15,260,6356,946,5297,14068
69,6,1664,7667,1379,1105,9210
67,7,284,2711,2105,23083,7607
59,13,2440,792,1002,1330,1882
25,11,3121,5370,1998,5573,10736
39,14,3365,8816,1711,12963,10041
21,1,4878,3925,1651,2366,1184
70,5,579,4536,1269,14721,12494
70,16,294,8464,1422,15849,7590
65,6,218,2963,1667,15013,8796
49,2,1380,5132,208,23205,9046
42,17,1203,5124,2030,17641,12503
57,20,3413,8620,1061,14978,2031
49,8,2224,8539,2136,6860,5282
28,9,4057,4799,1871,19947,11946
48,13,4654,9633,1115,959,7407
53,17,1706,9409,76,5170,13423
30,20,754,1477,1340,9465,254
20,12,352,4765,1076,822,11913
23,19,1312,9542,1078,14920,14961
26,9,3179,6373,172,13029,11113
47,3,1729,6539,1374,12357,9467
54,14,3918,403,2000,3969,5472
37,2,3739,3935,1731,12445,8300
21,12,3501,9694,1179,14285,2218
29,19,2419,2580,824,20888,1882
29,3,4176,6940,1539,6988,7141
28,18,4211,9664,2242,20692,12509
38,18,2534,6415,1557,17110,5907
37,13,518,3616,717,4707,14106
57,7,4375,6109,1368,466,2238
32,11,4551,8769,818,13161,11334
29,3,3049,3789,266,7471,12606
69,6,4819,915,460,18249,299
31,2,182,3744,320,383,11922
22,11,825,5085,613,9279,6701
20,16,1267,4612,1046,2701,13519
65,8,2347,7252,2171,24021,11132
54,7,2598,8973,93,12813,13102
68,2,2736,1114,1753,5198,7162
55,15,4159,2616,2129,17013,4618
51,5,4181,4598,1904,11438,11376
19,18,1748,3276,899,3751,8612
36,10,2327,8377,1926,19464,8025
28,12,3010,6642,1259,13696,8979
27,11,3008,7629,585,16587,9225
36,18,2741,2511,1972,2976,3283
36,18,106,7497,2252,24346,4653
33,16,2055,3995,1962,13128,8861
69,13,4877,1981,218,3729,8226
23,17,2121,2604,657,5983,5764
53,1,2326,1947,1267,22813,10542
51,2,2303,945,493,1318,5298
54,15,2881,8308,1798,9532,8638
54,5,2625,9444,718,6679,14946
40,19,1002,2413,1136,6951,13322
46,20,121,6768,2115,64,149
54,6,1716,6471,1570,3616,7142
18,11,4037,369,2171,22025,3287
55,14,4273,4518,1398,9620,8971
19,8,219,239,1393,3037,10895
59,15,2197,3536,2102,13437,10152
20,17,742,3520,2245,4296,10203
29,6,1110,1676,2172,12325,9968
37,18,2757,6475,133,1503,13941
22,4,2346,4676,277,4713,13869
51,3,3464,2379,1122,12146,9509
63,13,2962,8043,248,20882,6323
69,10,799,8648,1234,6729,6613
43,1,1347,4319,1848,9660,301
31,18,183,7788,338,22054,3689
24,6,444,8782,2235,1935,2999
65,7,2034,6978,2077,4198,11236
69,14,158,3867,966,633,1917
48,7,1162,5375,1669,3745,4256
70,13,2075,8519,502,165,4933
29,13,3356,9197,2417,8707,12670
16,10,2373,1387,2373,18587,4891
62,19,2508,2405,977,3399,9117
22,16,495,7377,118,13961,13545
35,14,3621,1166,378,18324,6183
42,12,3005,5314,1582,17547,8845
45,6,4518,4100,2269,1517,9918
36,19,2735,5580,1346,10170,11401
70,16,1909,7166,1094,10079,14093
66,3,3610,6412,1336,12706,8013
62,14,1209,7033,359,5543,11901
37,16,2507,4884,1471,6818,1602
65,8,3731,7685,92,20450,13875
44,10,4847,1157,1715,1215,1022
66,16,4720,9,2233,24480,2847
49,4,1533,4952,2352,17308,5374
18,5,102,948,1963,11080,8325
25,18,3624,4854,993,10716,9977
67,13,4269,273,56,14284,11267
56,8,4371,7625,493,3824,6580
30,18,1119,5159,22,23686,4912
66,20,1289,3652,1082,1968,553
55,16,4747,7248,477,18266,4184
41,18,4802,5328,2335,18637,9
50,14,4065,2301,1658,4327,12360
37,12,1839,3084,879,21653,8822
36,16,3115,3338,2024,22533,5926
42,11,1959,2116,2268,13773,817
65,5,1018,5518,2288,3876,5754
26,4,3430,7090,2041,1423,11812
63,3,4011,9627,807,5722,431
43,5,3276,348,1010,19214,7045
30,8,2956,5436,693,6003,10930
45,3,4574,4190,366,4807,5285
28,9,3507,8933,484,19901,14037
52,7,4653,2963,814,11696,13983
27,19,1584,9745,1427,18130,10613
39,17,3378,2624,184,12614,836
32,20,692,2554,147,19539,13072
36,19,2598,9196,2344,11958,8275
36,8,1180,7184,2269,24818,169
25,16,710,8574,1855,3694,13324
43,20,3169,5803,643,19294,8935
56,18,1810,9817,1373,24283,10208
26,11,3247,7808,272,24182,12687
60,1,660,5659,1618,20340,1902
53,8,2662,9186,718,14585,318
19,11,1696,4046,2438,24736,3284
50,10,3167,3119,1347,20559,10630
32,5,3238,3574,813,6890,12008
68,8,2014,6279,1840,19822,4137
66,5,2521,3101,2411,3026,3320
18,4,3986,8189,1362,18936,9514
54,6,2120,9226,2191,24912,136
48,7,2054,3945,2246,24021,12107
50,18,3167,4473,922,20737,9520
45,8,3574,4073,2328,21766,8715
29,12,3758,7136,2269,6595,8405
22,14,2253,6220,1809,6815,6387
16,11,3625,1661,601,7605,5064
27,1,1614,5403,1433,20736,7472
